time,acc_x,acc_y,acc_z
18:50:19.531,-0.02271,-0.70239,-0.70532;
18:50:19.541,-0.02344,-0.70166,-0.70679;
18:50:19.551,-0.02271,-0.70166,-0.70728;
18:50:19.561,-0.02173,-0.70093,-0.70801;
18:50:19.571,-0.02295,-0.69873,-0.70483;
18:50:19.581,-0.02417,-0.70288,-0.70532;
18:50:19.591,-0.02295,-0.70239,-0.70630;
18:50:19.601,-0.02246,-0.69971,-0.70703;
18:50:19.611,-0.02246,-0.70020,-0.70679;
18:50:19.621,-0.02222,-0.69849,-0.70459;
18:50:19.631,-0.02246,-0.69922,-0.70508;
18:50:19.641,-0.02148,-0.70142,-0.70923;
18:50:19.651,-0.02148,-0.69971,-0.70776;
18:50:19.661,-0.02393,-0.69995,-0.70679;
18:50:19.671,-0.02417,-0.69971,-0.70825;
18:50:19.681,-0.02222,-0.70093,-0.70728;
18:50:19.691,-0.02197,-0.70190,-0.70508;
18:50:19.701,-0.02344,-0.70117,-0.70508;
18:50:19.711,-0.02246,-0.70142,-0.70630;
18:50:19.721,-0.02197,-0.69946,-0.70581;
18:50:19.731,-0.02319,-0.69971,-0.70508;
18:50:19.741,-0.02295,-0.70264,-0.70508;
18:50:19.751,-0.02344,-0.70239,-0.70654;
18:50:19.761,-0.02319,-0.70190,-0.70728;
18:50:19.771,-0.02173,-0.70288,-0.70752;
18:50:19.781,-0.02173,-0.70020,-0.70728;
18:50:19.791,-0.02319,-0.70044,-0.70801;
18:50:19.801,-0.02271,-0.70117,-0.70654;
18:50:19.811,-0.02271,-0.70264,-0.70801;
18:50:19.821,-0.02344,-0.70361,-0.70776;
18:50:19.831,-0.02368,-0.70239,-0.70361;
18:50:19.841,-0.02295,-0.70093,-0.70581;
18:50:19.851,-0.02393,-0.70166,-0.70728;
18:50:19.861,-0.02295,-0.70044,-0.70459;
18:50:19.871,-0.02197,-0.69995,-0.70825;
18:50:19.881,-0.02222,-0.70068,-0.70605;
18:50:19.891,-0.02271,-0.70215,-0.70557;
18:50:19.901,-0.02246,-0.69971,-0.70972;
18:50:19.911,-0.02295,-0.70020,-0.70825;
18:50:19.921,-0.02319,-0.70142,-0.70923;
18:50:19.931,-0.02246,-0.70068,-0.70850;
18:50:19.941,-0.02246,-0.70166,-0.70654;
18:50:19.951,-0.02100,-0.70142,-0.70776;
18:50:19.961,-0.02124,-0.70068,-0.70654;
18:50:19.971,-0.02222,-0.70068,-0.70508;
18:50:19.981,-0.02246,-0.70068,-0.70776;
18:50:19.991,-0.02246,-0.69922,-0.70605;
18:50:20.001,-0.02319,-0.70068,-0.70703;
18:50:20.011,-0.02319,-0.69922,-0.70801;
18:50:20.021,-0.02393,-0.69751,-0.70605;
18:50:20.031,-0.02368,-0.70044,-0.70776;
18:50:20.041,-0.02197,-0.69995,-0.70654;
18:50:20.051,-0.02319,-0.70044,-0.70728;
18:50:20.061,-0.02295,-0.70239,-0.70410;
18:50:20.071,-0.02295,-0.70264,-0.70581;
18:50:20.081,-0.02319,-0.70288,-0.70728;
18:50:20.091,-0.02222,-0.70117,-0.70532;
18:50:20.101,-0.02295,-0.70532,-0.70483;
18:50:20.111,-0.02222,-0.70313,-0.70654;
18:50:20.121,-0.02319,-0.70239,-0.70947;
18:50:20.131,-0.02368,-0.70215,-0.70557;
18:50:20.141,-0.02319,-0.70215,-0.70337;
18:50:20.151,-0.02246,-0.70483,-0.70361;
18:50:20.161,-0.02368,-0.70313,-0.70435;
18:50:20.171,-0.02490,-0.70337,-0.70581;
18:50:20.181,-0.02173,-0.70093,-0.70605;
18:50:20.191,-0.02222,-0.70142,-0.70435;
18:50:20.201,-0.02319,-0.70337,-0.70581;
18:50:20.211,-0.02197,-0.70190,-0.70410;
18:50:20.221,-0.02124,-0.69824,-0.70728;
18:50:20.231,-0.02148,-0.69995,-0.70825;
18:50:20.241,-0.02246,-0.69946,-0.70459;
18:50:20.251,-0.02173,-0.69849,-0.70435;
18:50:20.261,-0.02124,-0.70044,-0.70483;
18:50:20.271,-0.02319,-0.69971,-0.70605;
18:50:20.281,-0.02295,-0.69897,-0.70605;
18:50:20.291,-0.02148,-0.69824,-0.70605;
18:50:20.301,-0.02319,-0.69971,-0.70581;
18:50:20.311,-0.02222,-0.69922,-0.70630;
18:50:20.321,-0.02100,-0.70142,-0.70532;
18:50:20.331,-0.02173,-0.70020,-0.70410;
18:50:20.341,-0.02246,-0.70020,-0.70508;
18:50:20.351,-0.02295,-0.70239,-0.70728;
18:50:20.361,-0.02222,-0.70166,-0.70679;
18:50:20.371,-0.02222,-0.70239,-0.70459;
18:50:20.381,-0.02417,-0.70239,-0.70581;
18:50:20.391,-0.02393,-0.70239,-0.70605;
18:50:20.401,-0.02222,-0.69995,-0.70459;
18:50:20.411,-0.02173,-0.70215,-0.70459;
18:50:20.421,-0.02222,-0.69971,-0.70776;
18:50:20.431,-0.02246,-0.69775,-0.70752;
18:50:20.441,-0.02368,-0.69873,-0.70630;
18:50:20.451,-0.02173,-0.70166,-0.70508;
18:50:20.461,-0.02100,-0.69751,-0.70459;
18:50:20.471,-0.02295,-0.69849,-0.70410;
18:50:20.481,-0.02197,-0.70020,-0.70679;
18:50:20.491,-0.02368,-0.70117,-0.70776;
18:50:20.501,-0.02319,-0.70044,-0.70483;
18:50:20.511,-0.02173,-0.69873,-0.70557;
18:50:20.521,-0.02124,-0.70142,-0.70386;
18:50:20.531,-0.02222,-0.70142,-0.70386;
18:50:20.541,-0.02368,-0.70264,-0.70605;
18:50:20.551,-0.02271,-0.70361,-0.70557;
18:50:20.561,-0.02124,-0.70020,-0.70410;
18:50:20.571,-0.02075,-0.69897,-0.70532;
18:50:20.581,-0.02246,-0.70044,-0.70801;
18:50:20.591,-0.02344,-0.70190,-0.70728;
18:50:20.601,-0.02319,-0.70166,-0.70435;
18:50:20.611,-0.02295,-0.70166,-0.70508;
18:50:20.621,-0.02271,-0.70044,-0.70703;
18:50:20.631,-0.02441,-0.70020,-0.70630;
18:50:20.641,-0.02319,-0.70093,-0.70630;
18:50:20.651,-0.02344,-0.70093,-0.70630;
18:50:20.661,-0.02368,-0.70166,-0.70703;
18:50:20.671,-0.02246,-0.70142,-0.70483;
18:50:20.681,-0.02441,-0.70142,-0.70483;
18:50:20.691,-0.02295,-0.70044,-0.70508;
18:50:20.701,-0.02222,-0.69873,-0.70825;
18:50:20.711,-0.02319,-0.69995,-0.70654;
18:50:20.721,-0.02319,-0.70068,-0.70752;
18:50:20.731,-0.02197,-0.70093,-0.70947;
18:50:20.741,-0.02295,-0.70190,-0.70654;
18:50:20.751,-0.02222,-0.69971,-0.70776;
18:50:20.761,-0.02148,-0.69897,-0.70508;
18:50:20.771,-0.02393,-0.70093,-0.70557;
18:50:20.781,-0.02368,-0.69873,-0.70654;
18:50:20.791,-0.02295,-0.70020,-0.70898;
18:50:20.801,-0.02173,-0.70020,-0.70605;
18:50:20.811,-0.02246,-0.69995,-0.70532;
18:50:20.821,-0.02222,-0.70020,-0.70508;
18:50:20.831,-0.02197,-0.70117,-0.70532;
18:50:20.841,-0.02222,-0.70093,-0.70557;
18:50:20.851,-0.02148,-0.69897,-0.70337;
18:50:20.861,-0.02246,-0.70020,-0.70288;
18:50:20.871,-0.02344,-0.70313,-0.70459;
18:50:20.881,-0.02197,-0.70337,-0.70923;
18:50:20.891,-0.02344,-0.70288,-0.70532;
18:50:20.901,-0.02344,-0.70190,-0.70630;
18:50:20.911,-0.02319,-0.70264,-0.70581;
18:50:20.921,-0.02368,-0.70117,-0.70654;
18:50:20.931,-0.02319,-0.69849,-0.70825;
18:50:20.941,-0.02344,-0.69800,-0.70557;
18:50:20.951,-0.02197,-0.69702,-0.70630;
18:50:20.961,-0.02319,-0.70068,-0.70850;
18:50:20.971,-0.02441,-0.70068,-0.70776;
18:50:20.981,-0.02246,-0.70117,-0.70801;
18:50:20.991,-0.02197,-0.70044,-0.70728;
18:50:21.001,-0.02246,-0.70093,-0.70337;
18:50:21.011,-0.02026,-0.70410,-0.70264;
18:50:21.021,-0.02002,-0.70215,-0.70435;
18:50:21.031,-0.02124,-0.70215,-0.70605;
18:50:21.041,-0.02319,-0.70264,-0.70386;
18:50:21.051,-0.02417,-0.70117,-0.70459;
18:50:21.061,-0.02441,-0.69873,-0.70801;
18:50:21.071,-0.02075,-0.70020,-0.70776;
18:50:21.081,-0.02173,-0.70117,-0.70508;
18:50:21.091,-0.02002,-0.69922,-0.70679;
18:50:21.101,-0.02075,-0.69775,-0.70654;
18:50:21.111,-0.02148,-0.69678,-0.70752;
18:50:21.121,-0.02295,-0.69849,-0.70825;
18:50:21.131,-0.02319,-0.69946,-0.70776;
18:50:21.141,-0.02100,-0.69727,-0.70679;
18:50:21.151,-0.02246,-0.69873,-0.70532;
18:50:21.161,-0.02271,-0.69775,-0.70581;
18:50:21.171,-0.02246,-0.69580,-0.70874;
18:50:21.181,-0.02148,-0.69629,-0.70850;
18:50:21.191,-0.02026,-0.69629,-0.70801;
18:50:21.201,-0.02100,-0.69873,-0.70752;
18:50:21.211,-0.02124,-0.69824,-0.70630;
18:50:21.221,-0.02124,-0.69873,-0.70410;
18:50:21.231,-0.02197,-0.70166,-0.70459;
18:50:21.241,-0.02148,-0.70239,-0.70508;
18:50:21.251,-0.02124,-0.70166,-0.70532;
18:50:21.261,-0.02148,-0.70215,-0.70654;
18:50:21.271,-0.02075,-0.69873,-0.70728;
18:50:21.281,-0.02344,-0.70020,-0.70630;
18:50:21.291,-0.02417,-0.70264,-0.70703;
18:50:21.301,-0.02222,-0.69946,-0.70874;
18:50:21.311,-0.02271,-0.69971,-0.70654;
18:50:21.321,-0.02222,-0.70117,-0.70435;
18:50:21.331,-0.02075,-0.70142,-0.70581;
18:50:21.341,-0.02026,-0.70215,-0.70581;
18:50:21.351,-0.01904,-0.70093,-0.70532;
18:50:21.361,-0.02002,-0.69995,-0.70581;
18:50:21.371,-0.02197,-0.70068,-0.70435;
18:50:21.381,-0.02148,-0.69922,-0.70410;
18:50:21.391,-0.02246,-0.70142,-0.70483;
18:50:21.401,-0.02271,-0.70361,-0.70825;
18:50:21.411,-0.02319,-0.70459,-0.70605;
18:50:21.421,-0.02100,-0.70337,-0.70264;
18:50:21.431,-0.02148,-0.70361,-0.70313;
18:50:21.441,-0.02222,-0.70361,-0.70654;
18:50:21.451,-0.02075,-0.70288,-0.70703;
18:50:21.461,-0.02344,-0.70483,-0.70166;
18:50:21.471,-0.02393,-0.70410,-0.70020;
18:50:21.481,-0.02344,-0.70386,-0.70459;
18:50:21.491,-0.02124,-0.70239,-0.70288;
18:50:21.501,-0.02100,-0.70190,-0.70166;
18:50:21.511,-0.02295,-0.70410,-0.70313;
18:50:21.521,-0.02319,-0.70215,-0.70557;
18:50:21.531,-0.02417,-0.70215,-0.70605;
18:50:21.541,-0.02368,-0.70142,-0.70557;
18:50:21.551,-0.02319,-0.69995,-0.70605;
18:50:21.561,-0.02197,-0.70313,-0.70190;
18:50:21.571,-0.02124,-0.70313,-0.70483;
18:50:21.581,-0.02222,-0.70581,-0.70435;
18:50:21.591,-0.02246,-0.70459,-0.70215;
18:50:21.601,-0.02222,-0.70386,-0.70264;
18:50:21.611,-0.02295,-0.70654,-0.70288;
18:50:21.621,-0.02271,-0.70435,-0.70337;
18:50:21.631,-0.02197,-0.70264,-0.70142;
18:50:21.641,-0.02197,-0.70190,-0.70215;
18:50:21.651,-0.02246,-0.70313,-0.70215;
18:50:21.661,-0.02368,-0.70483,-0.70532;
18:50:21.671,-0.02295,-0.70728,-0.70508;
18:50:21.681,-0.02271,-0.70752,-0.70410;
18:50:21.691,-0.02148,-0.70361,-0.70483;
18:50:21.701,-0.02344,-0.70166,-0.70068;
18:50:21.711,-0.02295,-0.70459,-0.70190;
18:50:21.721,-0.02222,-0.70410,-0.70313;
18:50:21.731,-0.02173,-0.70288,-0.70166;
18:50:21.741,-0.02173,-0.70508,-0.70288;
18:50:21.751,-0.02295,-0.70557,-0.70508;
18:50:21.761,-0.02173,-0.70093,-0.70435;
18:50:21.771,-0.02173,-0.70117,-0.70264;
18:50:21.781,-0.02295,-0.70068,-0.69971;
18:50:21.791,-0.02393,-0.70337,-0.70117;
18:50:21.801,-0.02246,-0.70630,-0.70361;
18:50:21.811,-0.02295,-0.70288,-0.70386;
18:50:21.821,-0.02319,-0.70044,-0.70386;
18:50:21.831,-0.02148,-0.70288,-0.70215;
18:50:21.841,-0.02173,-0.70361,-0.70459;
18:50:21.851,-0.02197,-0.70264,-0.70288;
18:50:21.861,-0.02319,-0.70435,-0.70117;
18:50:21.871,-0.02222,-0.70386,-0.70581;
18:50:21.881,-0.02295,-0.70532,-0.70581;
18:50:21.891,-0.02368,-0.70337,-0.70337;
18:50:21.901,-0.02222,-0.70142,-0.70166;
18:50:21.911,-0.02246,-0.70410,-0.70166;
18:50:21.921,-0.02124,-0.70190,-0.70459;
18:50:21.931,-0.02344,-0.70483,-0.70557;
18:50:21.941,-0.02441,-0.70459,-0.70459;
18:50:21.951,-0.02319,-0.70361,-0.70508;
18:50:21.961,-0.02124,-0.70410,-0.70459;
18:50:21.971,-0.01978,-0.70044,-0.70313;
18:50:21.981,-0.02197,-0.70166,-0.70483;
18:50:21.991,-0.02197,-0.70093,-0.70288;
18:50:22.001,-0.02100,-0.70166,-0.70630;
18:50:22.011,-0.02197,-0.70020,-0.70581;
18:50:22.021,-0.02148,-0.70190,-0.70435;
18:50:22.031,-0.02344,-0.70166,-0.70435;
18:50:22.041,-0.02490,-0.70215,-0.70264;
18:50:22.051,-0.02319,-0.70288,-0.70557;
18:50:22.061,-0.02222,-0.70117,-0.70142;
18:50:22.071,-0.02173,-0.70142,-0.70483;
18:50:22.081,-0.02124,-0.70044,-0.70654;
18:50:22.091,-0.02173,-0.70386,-0.70532;
18:50:22.101,-0.02368,-0.70483,-0.70630;
18:50:22.111,-0.02246,-0.70093,-0.70190;
18:50:22.121,-0.02197,-0.69971,-0.70386;
18:50:22.131,-0.02197,-0.69946,-0.70459;
18:50:22.141,-0.02319,-0.70288,-0.70361;
18:50:22.151,-0.02393,-0.70142,-0.70386;
18:50:22.161,-0.02271,-0.70142,-0.70532;
18:50:22.171,-0.02246,-0.70117,-0.70361;
18:50:22.181,-0.02295,-0.70166,-0.70557;
18:50:22.191,-0.02222,-0.70386,-0.70703;
